timestamp,dni_W_m2,solar_power_W,solar_power_raw_W,solar_power_effective_W,solar_power_curtailed_W,solar_power_kW,solar_power_absorbed_kW,solar_power_available_W,m_col_vol_flow_m3s,m_col_use_m3s,m_ctes_use_m3s,m_ctes_charge_use_m3s,m_ctes_discharge_avail_m3s,m_recirc_m3s,m_oil_hex_m3s,htf_in_temp_C,hex_inlet_temp_C,mix_target_C,collector_t_out_C,oil_out_C,water_out_C,provided_W,provided_kW,solar_contribution_W,solar_to_factory_kW,ctes_contribution_W,ctes_to_factory_kW,remaining_solar_W,required_oil_in_C,hex_temp_sufficient,factory_load_W,factory_load_kW,operation_mode,net_power_W,ctes_energy_J,ctes_energy_MWh,ctes_soc_pct,ctes_inlet_temp_C,ctes_temp_C,concrete_T_z0_C,concrete_T_z_mid_C,concrete_T_z_max_C,provided_from_ctes_W,provided_from_ctes_kW,backup_heater_W,backup_heater_kW,tolerated_deficit_W,tolerated_deficit_cumulative_MWh,ctes_loss_cumulative_MWh,ctes_current_loss_kW,ctes_charge_htf_W,ctes_charge_inferred_W,ctes_charge_input_W,ctes_discharge_output_W,ctes_balance_residual_state_W,ctes_balance_residual_with_loss_W,hex_flow_balance_m3s,module_00_Ts_outlet_C,module_01_Ts_outlet_C,module_02_Ts_outlet_C,module_03_Ts_outlet_C,module_04_Ts_outlet_C,module_05_Ts_outlet_C,module_06_Ts_outlet_C,module_07_Ts_outlet_C,module_08_Ts_outlet_C,module_09_Ts_outlet_C,module_10_Ts_outlet_C,module_11_Ts_outlet_C,module_12_Ts_outlet_C,module_13_Ts_outlet_C
2026-07-11 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-311718918.54049265,-0.08658858848347019,-0.06098768878280855,,,129.89022216019094,129.89022216019094,129.89022216019094,0.0,0.0,0.0,0.0,0.0,0.0,-0.08956993503786058,-48.83196806747182,0.0,1625.3781994440506,0.0,0.0,-47206.58986802777,1625.3781994440506,0.0,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094,129.89022216019094
2026-07-11 01:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-340040047.67197955,-0.0944555687977721,-0.0665287070101783,,,129.88024832738168,129.88024832738168,129.88024832738168,0.0,0.0,0.0,0.0,0.0,0.0,-0.09770778470184527,-48.827097983908175,0.0,1625.2160980966873,0.0,0.0,-47201.88188581149,1625.2160980966873,0.0,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168,129.88024832738168
2026-07-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-368358352.2957962,-0.10232176452661006,-0.07206917262368823,,,129.87027548927736,129.87027548927736,129.87027548927736,0.0,0.0,0.0,0.0,0.0,0.0,-0.10584482276618624,-48.82222838604593,0.0,1625.054013018147,0.0,0.0,-47197.17437302778,1625.054013018147,0.0,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736,129.87027548927736
2026-07-11 02:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-396673832.69368225,-0.11018717574824508,-0.07760908567846056,,,129.86030364577877,129.86030364577877,129.86030364577877,0.0,0.0,0.0,0.0,0.0,0.0,-0.1139810493118257,-48.81735927383669,0.0,1624.8919440266327,0.0,0.0,-47192.46732981006,1624.8919440266327,0.0,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877,129.86030364577877
2026-07-11 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-424986489.147378,-0.11805180254093835,-0.08314844622961771,,,129.8503327967867,129.8503327967867,129.8503327967867,0.0,0.0,0.0,0.0,0.0,0.0,-0.12211646441969769,-48.81249064723197,0.0,1624.7298910723475,0.0,0.0,-47187.76075615962,1624.7298910723475,0.0,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867,129.8503327967867
2026-07-11 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-453296321.938462,-0.1259156449829061,-0.08868725433225039,,,129.84036294220195,129.84036294220195,129.84036294220195,0.0,0.0,0.0,0.0,0.0,0.0,-0.13025106817072823,-48.807622506183314,0.0,1624.5678543766626,0.0,0.0,-47183.054651806655,1624.5678543766626,0.0,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195,129.84036294220195
2026-07-11 02:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-481603331.34843236,-0.13377870315234233,-0.09422551004143362,,,129.83039408192542,129.83039408192542,129.83039408192542,0.0,0.0,0.0,0.0,0.0,0.0,-0.13838486064583527,-48.80275485064229,0.0,1624.4058340250485,0.0,0.0,-47178.34901661724,1624.4058340250485,0.0,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542,129.83039408192542
2026-07-11 02:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-509907517.6589479,-0.14164097712748552,-0.09976321341227383,,,129.8204262158579,129.8204262158579,129.8204262158579,0.0,0.0,0.0,0.0,0.0,0.0,-0.1465178419259287,-48.797887680560464,0.0,1624.2438297012632,0.0,0.0,-47173.643850859204,1624.2438297012632,0.0,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579,129.8204262158579
2026-07-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-538208881.1516684,-0.14950246698657457,-0.10530036449987766,,,129.81045934390022,129.81045934390022,129.81045934390022,0.0,0.0,0.0,0.0,0.0,0.0,-0.1546500120919103,-48.793020995889435,0.0,1624.0818413551897,0.0,0.0,-47168.939154534244,1624.0818413551897,0.0,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022,129.81045934390022
2026-07-11 03:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-566507422.1080109,-0.1573631728077808,-0.11083696335930424,,,129.80049346595325,129.80049346595325,129.80049346595325,0.0,0.0,0.0,0.0,0.0,0.0,-0.16278137122467373,-48.788154796580656,0.0,1623.919869343219,0.0,0.0,-47164.234927237434,1623.919869343219,0.0,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325,129.80049346595325
2026-07-11 03:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-594803140.8095539,-0.16522309466932053,-0.11637301004564428,,,129.79052858191784,129.79052858191784,129.79052858191784,0.0,0.0,0.0,0.0,0.0,0.0,-0.1709119194051047,-48.78328908258582,0.0,1623.7579133475301,0.0,0.0,-47159.53116923829,1623.7579133475301,0.0,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784,129.79052858191784
2026-07-11 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-623096037.5377142,-0.17308223264936506,-0.12190850461395693,,,129.78056469169488,129.78056469169488,129.78056469169488,0.0,0.0,0.0,0.0,0.0,0.0,-0.17904165671408076,-48.77842385385645,0.0,1623.595973589152,0.0,0.0,-47154.8278802673,1623.595973589152,0.0,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488,129.78056469169488
2026-07-11 03:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-651386112.5739099,-0.18094058682608608,-0.12744344711930145,,,129.77060179518526,129.77060179518526,129.77060179518526,0.0,0.0,0.0,0.0,0.0,0.0,-0.18717058323247143,-48.77355911034414,0.0,1623.434050018077,0.0,0.0,-47150.12506032606,1623.434050018077,0.0,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526,129.77060179518526
2026-07-11 03:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-679673366.1995579,-0.18879815727765498,-0.13297783761673704,,,129.76063989228987,129.76063989228987,129.76063989228987,0.0,0.0,0.0,0.0,0.0,0.0,-0.1952986990411382,-48.76869485200055,0.0,1623.272142587186,0.0,0.0,-47145.42270941337,1623.272142587186,0.0,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987,129.76063989228987
2026-07-11 04:00:00,13.938,43248.77772,43248.77772,43248.77772,0.0,43.24877772,43.24877772,43248.77772,0.00010327185490185316,0.0,0.0,0.00010327185490185316,0.0,0.0,0.0,129.8161404464272,130.0,182.0,310.0,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-680416424.6918514,-0.18900456241440317,-0.13312321673035515,310.0,129.8161404464272,130.96639713730164,129.75799925886227,129.7586114933443,0.0,0.0,0.0,0.0,0.0,0.0,-0.20342690500306324,-48.76923577155024,47530.53449128627,47530.804951061116,47530.53449128627,0.0,-48768.9653117754,0.27045977484522155,0.0,129.75861172238612,129.7586114933445,129.7586114933443,129.7586114933443,129.75861149334426,129.7586114933443,129.75861149334426,129.7586114933443,129.75861149334426,129.7586114933443,129.75861149334426,129.7586114933443,129.75861149334426,129.7586114933443
2026-07-11 04:10:00,96.582,299688.15108,299688.15108,97719.64383666989,201968.5072433301,299.68815107999995,299.68815107999995,299688.15108,0.0007148917508150396,0.0,0.0,0.0007148917508150396,0.021,0.0,0.0,129.768426016168,129.8161404464272,182.0,310.0,129.8161404464272,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-651048601.7311983,-0.18084683381422176,-0.12737741325028737,310.0,129.768426016168,136.67953387382633,129.74933035604843,129.75070940052098,0.0,0.0,0.0,0.0,0.0,0.0,-0.2115564564529987,-48.77730869961262,97719.64383666989,97723.68030070106,97719.64383666989,0.0,-48773.27223558144,4.036464031174546,0.0,129.75070947132573,129.75070940052098,129.75070940052098,129.75070940052098,129.75070940052095,129.75070940052098,129.75070940052095,129.75070940052098,129.75070940052095,129.75070940052098,129.75070940052095,129.75070940052098,129.75070940052095,129.75070940052098
2026-07-11 04:20:00,229.314,711547.5831599999,711547.5831599999,302339.1250907889,409208.45806921105,711.5475831599999,711.5475831599999,711547.5831599999,0.001696919421322351,0.0,0.0,0.001696919421322351,0.021,0.0,0.0,129.75052184344858,129.768426016168,182.0,310.0,129.768426016168,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-498920497.3113961,-0.13858902703094336,-0.09761360702731575,310.0,129.75052184344858,144.9547671254369,129.7397931588126,129.74152195086052,0.0,0.0,0.0,0.0,0.0,0.0,-0.2196909998001028,-48.80726008262453,302339.1250907889,302354.1007822949,302339.1250907889,0.0,-48792.28439111856,14.975691505969735,0.0,129.74152196914676,129.74152195086052,129.7415219508605,129.7415219508605,129.74152195086046,129.74152195086052,129.74152195086046,129.74152195086052,129.74152195086046,129.74152195086052,129.74152195086046,129.74152195086052,129.74152195086046,129.74152195086052
2026-07-11 04:30:00,362.796,1125734.22024,1125734.22024,585538.2599277352,540195.9603122647,1125.73422024,1125.73422024,1125734.22024,0.002684420715038349,0.0,0.0,0.002684420715038349,0.021,0.0,0.0,129.7391404821725,129.75052184344858,182.0,310.0,129.75052184344858,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-176899425.0437229,-0.049138729178811916,-0.03461030575538481,310.0,129.7391404821725,153.63461402152993,129.7301242313552,129.73205376297915,0.0,0.0,0.0,0.0,0.0,0.0,-0.2278352807246475,-48.865685547268306,585538.2599277352,585567.472660057,585538.2599277352,0.0,-48836.472814946435,29.212732321873773,0.0,129.73237279571956,129.73205376341986,129.73205376297912,129.73205376297912,129.7320537629791,129.73205376297915,129.7320537629791,129.73205376297915,129.7320537629791,129.73205376297915,129.7320537629791,129.73205376297915,129.7320537629791,129.73205376297915
2026-07-11 04:40:00,478.578,1484998.8193199998,1484998.8193199998,872706.2097767999,612292.6095431999,1484.9988193199997,1484.9988193199997,1484998.8193199998,0.0035409008838791015,0.0,0.0,0.0035409008838791015,0.021,0.0,0.0,129.72905263020183,129.7391404821725,182.0,310.0,129.7391404821725,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,317378763.05323344,0.08816076751478706,0.062095035225938476,310.0,129.72905263020183,162.16018103251335,129.72042476362964,129.7225210898351,0.0,0.0,0.0,0.0,0.0,0.0,-0.23599407633850475,-48.952773683143434,872706.2097767999,872749.7538447374,872706.2097767999,0.0,-48909.2296152059,43.54406793753151,0.0,129.78354768399248,129.72252298204918,129.72252108988224,129.72252108983506,129.72252108983503,129.7225210898351,129.72252108983503,129.7225210898351,129.72252108983503,129.7225210898351,129.72252108983503,129.7225210898351,129.72252108983503,129.7225210898351
2026-07-11 04:50:00,574.655,1783119.9856999996,1783119.9856999996,1129692.7847721868,653427.2009278128,1783.1199856999997,1783.1199856999997,1783119.9856999996,0.004251520270203021,0.0,0.0,0.004251520270203021,0.021,0.0,0.0,129.71921246812545,129.72905263020183,182.0,310.0,129.72905263020183,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,965788881.8164258,0.2682746893934516,0.18895623027918823,310.0,129.71921246812545,170.36906482730123,129.7107152729536,129.71296449636728,0.0,0.0,0.0,0.0,0.0,0.0,-0.24417169855804735,-49.065733317255535,1129692.7847721868,1129749.2645892429,1129692.7847721868,0.0,-49009.25350019941,56.479817056126194,0.0,130.18064816125457,129.714381922642,129.71296461520961,129.71296449637055,129.7129644963672,129.7129644963673,129.7129644963672,129.71296449636728,129.7129644963672,129.71296449636728,129.7129644963672,129.71296449636728,129.7129644963672,129.71296449636728
